DateKey,OrderDate,Year,Month,MonthName,Day,DayName,year_id
550,2009-11-01,2009,11,November,1,Sunday,2
551,2009-11-02,2009,11,November,2,Monday,2
552,2009-11-03,2009,11,November,3,Tuesday,2
553,2009-11-04,2009,11,November,4,Wednesday,2
554,2009-11-05,2009,11,November,5,Thursday,2
555,2009-11-06,2009,11,November,6,Friday,2
556,2009-11-07,2009,11,November,7,Saturday,2
557,2009-11-08,2009,11,November,8,Sunday,2
558,2009-11-10,2009,11,November,10,Tuesday,2
559,2009-11-12,2009,11,November,12,Thursday,2
560,2009-11-13,2009,11,November,13,Friday,2
561,2009-11-14,2009,11,November,14,Saturday,2
562,2009-11-15,2009,11,November,15,Sunday,2
563,2009-11-16,2009,11,November,16,Monday,2
564,2009-11-17,2009,11,November,17,Tuesday,2
565,2009-11-18,2009,11,November,18,Wednesday,2
566,2009-11-19,2009,11,November,19,Thursday,2
567,2009-11-20,2009,11,November,20,Friday,2
568,2009-11-21,2009,11,November,21,Saturday,2
569,2009-11-23,2009,11,November,23,Monday,2
570,2009-11-24,2009,11,November,24,Tuesday,2
571,2009-11-25,2009,11,November,25,Wednesday,2
572,2009-11-26,2009,11,November,26,Thursday,2
573,2009-11-27,2009,11,November,27,Friday,2
574,2009-11-28,2009,11,November,28,Saturday,2
575,2009-11-29,2009,11,November,29,Sunday,2
576,2009-11-30,2009,11,November,30,Monday,2
577,2009-12-01,2009,12,December,1,Tuesday,2
578,2009-12-02,2009,12,December,2,Wednesday,2
579,2009-12-03,2009,12,December,3,Thursday,2
580,2009-12-04,2009,12,December,4,Friday,2
581,2009-12-05,2009,12,December,5,Saturday,2
582,2009-12-06,2009,12,December,6,Sunday,2
583,2009-12-07,2009,12,December,7,Monday,2
584,2009-12-08,2009,12,December,8,Tuesday,2
585,2009-12-09,2009,12,December,9,Wednesday,2
586,2009-12-10,2009,12,December,10,Thursday,2
587,2009-12-11,2009,12,December,11,Friday,2
588,2009-12-12,2009,12,December,12,Saturday,2
589,2009-12-13,2009,12,December,13,Sunday,2
590,2009-12-14,2009,12,December,14,Monday,2
591,2009-12-15,2009,12,December,15,Tuesday,2
592,2009-12-16,2009,12,December,16,Wednesday,2
593,2009-12-17,2009,12,December,17,Thursday,2
594,2009-12-18,2009,12,December,18,Friday,2
595,2009-12-19,2009,12,December,19,Saturday,2
596,2009-12-21,2009,12,December,21,Monday,2
597,2009-12-23,2009,12,December,23,Wednesday,2
598,2009-12-25,2009,12,December,25,Friday,2
599,2009-12-26,2009,12,December,26,Saturday,2
600,2009-12-27,2009,12,December,27,Sunday,2
601,2009-12-28,2009,12,December,28,Monday,2
602,2009-12-29,2009,12,December,29,Tuesday,2
603,2009-12-31,2009,12,December,31,Thursday,2
